dataset,number,author,title,vertices,edges,faces,eps,variables,taco-taco,taco-tortilla,tortilla-tortilla,transitivity,reduced_trans,components,limited,states,component_assignments
grids,000,Daniel BROWN,2x2 A1,4,4,1,300,0,0,0,0,0,0,1,false,1,|1|
grids,001,Daniel BROWN,2x2 C1,20,40,21,300,64,8,44,0,76,16,1,false,1,|1|
grids,002,Daniel BROWN,2x2 D1,28,52,25,300,132,16,120,0,332,176,5,false,16,|1|2|2|2|2|
grids,003,Daniel BROWN,3x3 A2,16,24,9,300,12,0,4,0,4,0,1,false,1,|1|
grids,004,Daniel BROWN,3x3 A3,36,64,29,300,104,16,88,0,156,48,1,false,1,|1|
grids,005,Daniel BROWN,3x3 A4,24,40,17,300,40,8,16,0,32,0,1,false,1,|1|
grids,006,Daniel BROWN,3x3 A5,68,124,57,300,404,72,380,0,1356,768,5,false,16,|1|2|2|2|2|
grids,007,Daniel BROWN,3x3 A6,48,96,49,300,296,112,156,0,928,412,5,false,16,|1|2|2|2|2|
grids,008,Daniel BROWN,3x3 A7,52,104,53,300,400,64,384,0,1444,880,5,false,16,|1|2|2|2|2|
grids,009,Daniel BROWN,3x3 A8,44,84,41,300,188,44,116,0,404,168,1,false,1,|1|
grids,010,Daniel BROWN,3x3 C1,24,44,21,300,64,8,44,0,76,16,1,false,1,|1|
grids,011,Daniel BROWN,3x3 C2,92,208,117,300,1304,472,736,0,7696,5296,9,false,390625,|1|5|5|5|5|5|5|5|5|
grids,012,Daniel BROWN,3x3 C3,100,200,101,300,848,228,672,0,3304,1920,9,false,6561,|1|3|3|3|3|3|3|3|3|
grids,013,Daniel BROWN,3x3 C4,68,144,77,300,496,144,328,0,1548,788,5,false,81,|1|3|3|3|3|
grids,014,Daniel BROWN,3x3 C5,80,168,89,300,820,228,684,0,3740,2312,1,false,1,|1|
grids,015,Daniel BROWN,3x3 C6,52,112,61,300,332,96,204,0,848,372,5,false,16,|1|2|2|2|2|
grids,016,Daniel BROWN,3x3 C7,68,148,81,300,832,272,492,0,4836,3380,9,false,104976,|1|2|2|2|2|9|9|9|9|
grids,017,Daniel BROWN,3x3 C8,80,176,97,300,792,180,740,0,3268,1984,5,false,16,|1|2|2|2|2|
grids,018,Daniel BROWN,3x3 D1,40,88,49,300,408,160,144,0,1816,1120,5,false,6561,|1|9|9|9|9|
grids,019,Daniel BROWN,3x3 D2,36,68,33,300,176,44,120,0,432,180,5,false,16,|1|2|2|2|2|
grids,020,Daniel BROWN,3x3 D3,44,84,41,300,244,64,132,0,648,320,5,false,16,|1|2|2|2|2|
grids,021,Daniel BROWN,3x3 D4,44,88,45,300,272,64,216,0,772,368,1,false,1,|1|
grids,022,Daniel BROWN,3x3 D5,132,280,149,300,1740,616,1252,0,10728,7352,5,false,81,|1|3|3|3|3|
grids,023,Daniel BROWN,3x3 D6,44,88,45,300,212,60,112,0,456,172,13,false,4096,|1|2|2|2|2|2|2|2|2|2|2|2|2|
grids,024,Daniel BROWN,4x4 A2,16,24,9,300,12,0,4,0,4,0,1,false,1,|1|
grids,025,Daniel BROWN,4x4 A3,48,84,37,300,261,84,222,0,911,461,2,false,32,|1|32|
grids,026,Daniel BROWN,4x4 A4,32,60,29,300,120,16,92,0,196,76,5,false,16,|1|2|2|2|2|
grids,027,Daniel BROWN,4x4 A5,28,48,21,300,64,8,44,0,76,16,1,false,1,|1|
grids,028,Daniel BROWN,4x4 A6,84,156,73,300,772,324,480,0,4616,3024,5,false,256,|1|4|4|4|4|
grids,029,Daniel BROWN,4x4 A7,36,68,33,300,144,28,104,0,272,100,1,false,1,|1|
grids,030,Daniel BROWN,4x4 A8,52,104,53,300,456,76,436,0,1936,1292,1,false,1,|1|
grids,031,Daniel BROWN,4x4 A9,84,168,85,300,784,192,636,0,3620,2360,5,false,16,|1|2|2|2|2|
grids,032,Daniel BROWN,4x4 A10,84,156,73,300,516,136,412,0,1824,1048,1,false,1,|1|
grids,033,Daniel BROWN,4x4 A11,48,88,41,300,292,56,264,0,1008,600,5,false,81,|1|3|3|3|3|
grids,034,Daniel BROWN,4x4 A12,64,120,57,300,476,176,280,0,2088,1224,5,false,81,|1|3|3|3|3|
grids,035,Daniel BROWN,4x4 A13,41,81,41,300,300,104,160,0,1140,644,5,false,256,|1|4|4|4|4|
grids,036,Daniel BROWN,4x4 A14,109,213,105,300,844,196,756,0,3140,1828,5,false,2401,|1|7|7|7|7|
grids,037,Daniel BROWN,4x4 A15,96,164,69,300,684,113,798,0,3660,2584,9,false,1296,|1|3|3|3|3|2|2|2|2|
grids,038,Daniel BROWN,4x4 A16,88,184,97,300,1264,432,868,0,9696,7308,5,false,2401,|1|7|7|7|7|
grids,039,Daniel BROWN,4x4 A17,104,200,97,300,1392,453,1062,0,11696,9020,9,false,1296,|1|3|3|3|3|2|2|2|2|
grids,040,Daniel BROWN,4x4 A18,50,98,49,300,312,76,225,0,952,492,1,false,1,|1|
grids,041,Daniel BROWN,4x4 A19,60,124,65,300,464,176,228,0,1560,752,9,false,4096,|1|2|2|2|2|4|4|4|4|
grids,042,Daniel BROWN,4x4 A20,56,108,53,300,444,60,468,0,1672,1048,9,false,256,|1|2|2|2|2|2|2|2|2|
grids,043,Daniel BROWN,4x4 A21,92,200,109,300,1244,348,948,0,7716,5564,5,false,16,|1|2|2|2|2|
grids,044,Daniel BROWN,4x4 A22,72,152,81,300,760,220,504,0,3920,2680,9,false,38416,|1|2|2|2|2|7|7|7|7|
grids,045,Daniel BROWN,4x4 A23,116,228,113,300,1488,376,1348,0,10788,8160,5,false,20736,|1|12|12|12|12|
grids,046,Daniel BROWN,4x4 A24,52,104,53,300,276,56,228,0,676,304,1,false,1,|1|
grids,047,Daniel BROWN,4x4 A25,36,68,33,300,112,16,80,0,144,32,1,false,1,|1|
grids,048,Daniel BROWN,4x4 A26,60,128,69,300,656,184,508,0,3096,1988,2,false,194,|1|194|
grids,049,Daniel BROWN,4x4 A27,76,160,85,300,920,348,560,0,5600,3824,1,false,1,|1|
grids,050,Daniel BROWN,4x4 A28,88,168,81,300,888,328,676,0,5584,3808,5,false,16,|1|2|2|2|2|
grids,051,Daniel BROWN,4x4 A29,32,64,33,300,208,76,104,0,656,308,5,false,81,|1|3|3|3|3|
grids,052,Daniel BROWN,4x4 A30,68,124,57,300,404,72,380,0,1356,768,5,false,16,|1|2|2|2|2|
grids,053,Daniel BROWN,4x4 A31,128,236,109,300,764,168,724,0,2428,1324,5,false,16,|1|2|2|2|2|
grids,054,Daniel BROWN,4x4 A32,117,217,101,300,1020,252,932,0,4940,3296,5,false,1296,|1|6|6|6|6|
grids,055,Daniel BROWN,4x4 A33,124,268,145,300,1600,508,1124,0,9516,6656,13,false,26873856,|1|2|2|2|2|4|4|4|4|9|9|9|9|
grids,056,Daniel BROWN,4x4 A34,68,148,81,300,824,284,484,0,4816,3340,5,false,4096,|1|8|8|8|8|
grids,057,Daniel BROWN,4x4 A35,124,268,145,300,1600,508,1124,0,9516,6656,13,false,26873856,|1|2|2|2|2|4|4|4|4|9|9|9|9|
grids,058,Daniel BROWN,4x4 A36,36,64,29,300,104,16,88,0,156,48,1,false,1,|1|
grids,059,Daniel BROWN,4x4 A37,24,40,17,300,40,8,16,0,32,0,1,false,1,|1|
grids,060,Daniel BROWN,4x4 A38,164,284,121,300,924,160,996,0,3136,1884,13,false,104976,|1|2|2|2|2|3|3|3|3|3|3|3|3|
grids,061,Daniel BROWN,4x4 A39,124,248,125,300,1024,316,816,0,4200,2412,5,false,16,|1|2|2|2|2|
grids,062,Daniel BROWN,4x4 A40,84,164,81,300,568,136,460,0,1968,1144,5,false,81,|1|3|3|3|3|
grids,063,Daniel BROWN,4x4 A41,88,192,105,300,940,260,720,0,4108,2520,1,false,1,|1|
grids,064,Daniel BROWN,4x4 A42,80,160,81,300,744,288,356,0,3712,2388,1,false,1,|1|
grids,065,Daniel BROWN,4x4 A43,60,116,57,300,388,80,316,0,1148,608,2,false,16,|1|16|
grids,066,Daniel BROWN,4x4 A44,60,116,57,300,388,80,316,0,1148,608,2,false,16,|1|16|
grids,067,Daniel BROWN,4x4 A45,200,384,185,300,1940,480,1900,0,9620,6316,18,false,1048576,|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|16|
grids,068,Daniel BROWN,4x4 A46,204,348,145,300,1244,456,1172,0,4984,2960,9,false,20736,|1|2|2|2|2|6|6|6|6|
grids,069,Daniel BROWN,4x4 A47,124,264,141,300,896,236,708,0,2804,1444,9,false,4096,|1|2|2|2|2|4|4|4|4|
grids,070,Daniel BROWN,4x4 A48,92,180,89,300,972,444,364,0,6272,4356,9,false,4096,|1|2|2|2|2|4|4|4|4|
grids,071,Daniel BROWN,4x4 A49,112,216,105,300,684,124,660,0,1804,860,1,false,1,|1|
grids,072,Daniel BROWN,4x4 A50,100,200,101,300,868,184,780,0,3656,2336,13,false,331776,|1|2|2|2|2|3|3|3|3|4|4|4|4|
grids,073,Daniel BROWN,4x4 A51,84,180,97,300,756,224,532,0,3120,1884,5,false,6561,|1|9|9|9|9|
grids,074,Daniel BROWN,4x4 A52,96,204,109,300,1108,240,996,0,5616,3836,5,false,4096,|1|8|8|8|8|
grids,075,Daniel BROWN,4x4 A53,76,156,81,300,648,232,336,0,2464,1376,5,false,38416,|1|14|14|14|14|
grids,076,Daniel BROWN,4x4 A54,44,84,41,300,204,40,140,0,468,220,1,false,1,|1|
grids,077,Daniel BROWN,4x4 A55,52,96,45,300,204,60,116,0,436,164,1,false,1,|1|
grids,078,Daniel BROWN,4x4 A56,204,328,125,300,1160,392,1236,0,5220,3280,9,false,256,|1|2|2|2|2|2|2|2|2|
grids,079,Daniel BROWN,4x4 A57,88,184,97,300,784,224,504,0,3232,2000,5,false,256,|1|4|4|4|4|
grids,080,Daniel BROWN,4x4 A58,204,328,125,300,1160,392,1236,0,5220,3280,9,false,256,|1|2|2|2|2|2|2|2|2|
grids,081,Daniel BROWN,4x4 A59,76,168,93,300,740,252,408,0,2956,1696,5,false,16,|1|2|2|2|2|
grids,082,Daniel BROWN,4x4 A60,60,124,65,300,496,180,336,0,1904,984,1,false,1,|1|
grids,083,Daniel BROWN,4x4 A61,74,114,41,300,300,73,310,0,948,528,5,false,16,|1|2|2|2|2|
grids,084,Daniel BROWN,4x4 A62,84,152,69,300,472,104,440,0,1428,700,5,false,16,|1|2|2|2|2|
grids,085,Daniel BROWN,4x4 A63,88,184,97,300,816,208,628,0,3584,2308,5,false,10000,|1|10|10|10|10|
grids,086,Daniel BROWN,4x4 A64,136,272,137,300,1580,372,1468,0,9220,6636,5,false,81,|1|3|3|3|3|
grids,087,Daniel BROWN,4x4 A65,64,136,73,300,444,112,320,0,1220,568,1,false,1,|1|
grids,088,Daniel BROWN,4x4 A66,40,84,45,300,212,56,120,0,456,176,13,false,4096,|1|2|2|2|2|2|2|2|2|2|2|2|2|
grids,089,Daniel BROWN,4x4 A67,126,250,125,300,1140,372,850,0,5248,3220,5,false,256,|1|4|4|4|4|
grids,090,Daniel BROWN,4x4 A68,192,336,145,300,1352,432,1236,0,6120,3920,13,false,1048576,|1|2|2|2|2|4|4|4|4|4|4|4|4|
grids,091,Daniel BROWN,4x4 A69,104,212,109,300,864,180,776,0,3320,2024,13,false,104976,|1|2|2|2|2|3|3|3|3|3|3|3|3|
grids,092,Daniel BROWN,4x4 A70,180,388,209,300,3132,1104,2320,0,24500,18268,1,false,1,|1|
grids,093,Daniel BROWN,4x4 A71,136,260,125,300,1600,500,1324,0,11256,8352,5,false,625,|1|5|5|5|5|
grids,094,Daniel BROWN,4x4 A72,144,272,129,300,1512,428,1304,0,8948,6368,9,false,331776,|1|4|4|4|4|6|6|6|6|
grids,095,Daniel BROWN,4x4 A73,224,400,177,300,1752,524,1612,0,8520,5568,17,false,65536,|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|
grids,096,Daniel BROWN,4x4 A74,112,200,89,300,660,156,548,0,2316,1320,2,false,16,|1|16|
grids,097,Daniel BROWN,4x4 A75,151,271,121,300,1208,416,976,0,6076,3860,5,false,81,|1|3|3|3|3|
grids,098,Daniel BROWN,4x4 A76,101,209,109,300,720,168,588,0,2252,1192,9,false,4096,|1|2|2|2|2|4|4|4|4|
grids,099,Daniel BROWN,4x4 A77,76,164,89,300,916,284,576,0,4716,3180,5,false,1296,|1|6|6|6|6|
grids,100,Daniel BROWN,4x4 A78,124,236,113,300,1268,380,1060,0,7296,5072,9,false,4096,|1|2|2|2|2|4|4|4|4|
grids,101,Daniel BROWN,4x4 A79,196,320,125,300,1176,320,1272,0,5340,3524,9,false,234256,|1|2|2|2|2|11|11|11|11|
grids,102,Daniel BROWN,4x4 A80,144,304,161,300,2328,888,1492,0,18436,13996,13,false,3147870802176,|1|3|3|3|3|12|12|12|12|37|37|37|37|
grids,103,Daniel BROWN,4x4 A81,108,224,117,300,1092,284,920,0,5668,3820,5,false,256,|1|4|4|4|4|
grids,104,Daniel BROWN,4x4 A82,203,359,157,300,1936,794,1560,0,12840,9032,13,false,20736,|1|2|2|2|2|2|2|2|2|3|3|3|3|
grids,105,Daniel BROWN,4x4 A83,104,208,105,300,1020,280,900,0,5236,3484,1,false,1,|1|
grids,106,Daniel BROWN,4x4 A84,124,236,113,300,1880,436,1856,0,15800,12596,5,false,1296,|1|6|6|6|6|
grids,107,Daniel BROWN,4x4 A85,168,308,141,300,2376,748,2184,0,21224,16796,5,false,4096,|1|8|8|8|8|
grids,108,Daniel BROWN,4x4 A86,96,188,93,300,948,276,788,0,5420,3752,9,false,4096,|1|2|2|2|2|4|4|4|4|
grids,109,Daniel BROWN,4x4 A87,148,276,129,300,1616,488,1348,0,11264,8412,1,false,1,|1|
grids,110,Daniel BROWN,4x4 A88,68,148,81,300,712,208,472,0,3216,2048,5,false,28561,|1|13|13|13|13|
grids,111,Daniel BROWN,4x4 A89,152,296,145,300,1784,508,1520,0,12072,8964,5,false,256,|1|4|4|4|4|
grids,112,Daniel BROWN,4x4 A90,140,260,121,300,1596,712,1160,0,11248,7668,9,false,614656,|1|2|2|2|2|14|14|14|14|
grids,113,Daniel BROWN,4x4 A91,172,348,177,300,2176,676,1836,0,13876,9904,9,false,1048576,|1|2|2|2|2|16|16|16|16|
grids,114,Daniel BROWN,4x4 A92,76,152,77,300,632,188,448,0,2784,1740,5,false,256,|1|4|4|4|4|
grids,115,Daniel BROWN,4x4 A93,128,268,141,300,1776,540,1304,0,11764,8620,9,false,194481,|1|3|3|3|3|7|7|7|7|
grids,116,Daniel BROWN,4x4 A94,108,236,129,300,2000,820,1004,0,17864,13844,5,false,707281,|1|29|29|29|29|
grids,117,Daniel BROWN,4x4 A95,56,108,53,300,300,48,256,0,824,436,5,false,16,|1|2|2|2|2|
grids,118,Daniel BROWN,4x4 A96,92,180,89,300,1092,324,836,0,7436,5460,1,false,1,|1|
grids,119,Daniel BROWN,4x4 A97,124,280,157,300,1760,548,1244,0,10400,7292,9,false,1679616,|1|4|4|4|4|9|9|9|9|
grids,120,Daniel BROWN,4x4 A98,96,208,113,300,1080,320,684,0,5376,3604,9,false,20736,|1|4|4|4|4|3|3|3|3|
grids,121,Daniel BROWN,4x4 A99,108,216,109,300,720,172,616,28,2188,1096,5,false,16,|1|2|2|2|2|
grids,122,Daniel BROWN,4x4 A100,24,36,13,300,24,4,8,0,16,0,1,false,1,|1|
grids,123,Daniel BROWN,4x4 A101,140,264,125,300,932,276,708,0,3140,1616,17,false,65536,|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|
grids,124,Daniel BROWN,4x4 A102,145,289,145,300,1548,520,1148,0,9068,6188,5,false,256,|1|4|4|4|4|
grids,125,Daniel BROWN,4x4 A103,88,176,89,300,1188,384,860,0,9196,6972,5,false,2401,|1|7|7|7|7|
grids,126,Daniel BROWN,4x4 A104,56,112,57,300,280,48,248,0,672,304,1,false,1,|1|
grids,127,Daniel BROWN,4x4 A105,120,256,137,300,1404,396,1100,0,7316,4920,9,false,256,|1|2|2|2|2|2|2|2|2|
grids,128,Daniel BROWN,4x4 A106,92,172,81,300,556,132,448,0,1944,1124,5,false,1296,|1|6|6|6|6|
grids,129,Daniel BROWN,4x4 A107,188,384,197,300,3520,1136,2972,0,35752,28744,9,false,38416,|1|2|2|2|2|7|7|7|7|
grids,130,Daniel BROWN,4x4 A108,100,200,101,300,868,184,780,0,3656,2336,13,false,331776,|1|2|2|2|2|3|3|3|3|4|4|4|4|
grids,131,Daniel BROWN,4x4 A109,108,232,125,300,1280,412,784,0,7576,5432,5,false,14641,|1|11|11|11|11|
grids,132,Daniel BROWN,4x4 A110,116,240,125,300,1536,528,1104,0,9496,6648,9,false,256,|1|2|2|2|2|2|2|2|2|
grids,133,Daniel BROWN,4x4 A111,92,176,85,300,664,176,620,0,2456,1336,1,false,1,|1|
grids,134,Daniel BROWN,4x4 A113,64,148,85,300,776,212,632,0,3584,2264,1,false,1,|1|
grids,135,Daniel BROWN,4x4 A114,32,60,29,300,120,16,92,0,196,76,5,false,16,|1|2|2|2|2|
grids,136,Daniel BROWN,4x4 A115,100,212,113,300,1096,356,576,0,5552,3752,5,false,6561,|1|9|9|9|9|
grids,137,Daniel BROWN,4x4 A116,64,132,69,300,536,160,348,0,2036,1180,5,false,256,|1|4|4|4|4|
grids,138,Daniel BROWN,4x4 A117,88,168,81,300,504,132,392,0,1416,632,1,false,1,|1|
grids,139,Daniel BROWN,4x4 A118,93,193,101,300,1268,333,1036,0,8272,6100,5,false,16,|1|2|2|2|2|
grids,140,Daniel BROWN,4x4 A119,100,188,89,300,636,164,552,0,2184,1200,5,false,16,|1|2|2|2|2|
grids,141,Daniel BROWN,4x4 A120,96,204,109,300,800,192,644,0,2872,1636,5,false,16,|1|2|2|2|2|
grids,142,Daniel BROWN,4x4 C1,24,44,21,300,64,8,44,0,76,16,1,false,1,|1|
grids,143,Daniel BROWN,4x4 C2,92,208,117,300,1304,472,736,0,7696,5296,9,false,390625,|1|5|5|5|5|5|5|5|5|
grids,144,Daniel BROWN,4x4 C3,76,140,65,300,464,128,360,0,1680,952,5,false,81,|1|3|3|3|3|
grids,145,Daniel BROWN,4x4 C4,128,228,101,300,648,172,620,0,1808,836,5,false,16,|1|2|2|2|2|
grids,146,Daniel BROWN,4x4 C5,52,100,49,300,360,108,248,0,1232,652,5,false,81,|1|3|3|3|3|
grids,147,Daniel BROWN,4x4 C6,124,248,125,300,1248,356,968,0,6728,4572,9,false,256,|1|2|2|2|2|2|2|2|2|
grids,148,Daniel BROWN,4x4 C7,84,168,85,300,720,208,488,0,2932,1760,1,false,1,|1|
grids,149,Daniel BROWN,4x4 C8,120,208,89,300,1132,512,916,0,8224,5744,1,false,1,|1|
grids,150,Daniel BROWN,4x4 C9,248,432,185,300,1900,620,1872,0,9548,6176,17,false,65536,|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|
grids,151,Daniel BROWN,4x4 C10,152,264,113,300,1088,260,996,0,4964,3256,9,false,1296,|1|2|2|2|2|3|3|3|3|
grids,152,Daniel BROWN,4x4 C11,93,173,81,300,680,175,596,0,2736,1624,1,false,1,|1|
grids,153,Daniel BROWN,4x4 C12,108,208,101,300,1020,344,808,0,5060,3108,13,false,4096,|1|2|2|2|2|2|2|2|2|2|2|2|2|
grids,154,Daniel BROWN,4x4 C13,88,176,89,300,772,204,668,0,3364,2056,1,false,1,|1|
grids,155,Daniel BROWN,4x4 C14,112,212,101,300,988,264,828,0,4580,2940,5,false,81,|1|3|3|3|3|
instagram,001,Traditional,Sailboat,23,42,20,300,158,42,116,0,724,474,2,false,4,|1|4|
instagram,002,Traditional,Kabuto,19,36,18,300,117,21,88,0,420,258,3,false,9,|1|3|3|
instagram,003,Jason KU,Triangle Bird,134,309,176,300,4024,1256,3472,0,50944,42776,4,false,4428,|1|3|3|492|
instagram,004,Traditional,Crane,58,129,72,300,892,197,712,254,6392,4978,2,false,5,|1|5|
instagram,005,Jason KU,Kitten,150,331,182,300,3519,538,2798,1893,40684,35896,5,false,81,|1|3|3|3|3|
instagram,006,Jason KU,Thirds Pinwheel,12,20,9,300,28,0,28,0,36,12,1,false,1,|1|
instagram,007,Jason KU,Pinwheel Pockets,16,32,17,300,104,16,72,0,296,176,2,false,47,|1|47|
instagram,008,Jason KU,Robot,90,176,87,300,1195,357,1128,0,8904,6563,5,false,16,|1|2|2|2|2|
instagram,009,Jason KU,Unassigned Triangle Pleat,21,30,10,300,45,0,36,0,120,84,2,false,512,|1|512|
instagram,010,Brian CHAN,Beaver,84,189,106,300,2385,584,2430,0,32524,27920,4,false,588,|1|14|14|3|
instagram,011,Jason KU,Bull,228,515,288,300,12184,1874,14762,1235,289552,267704,11,false,26210967552,|1|2|2|2|2|19|6|6|36|36|1848|
instagram,012,Jason KU,4x4 Grid Unassigned,25,40,16,300,120,68,0,0,560,324,2,true,10000,|1|10000|
instagram,013,Jun MITANI (ORIPA Data Set),Medal,146,202,57,300,332,162,490,0,944,520,1,false,1,|1|
instagram,014,Jason KU,HJ Girl,179,370,192,300,2509,350,1906,1580,14000,10854,6,false,12800,|1|4|4|10|10|8|
instagram,015,Jason KU,Iso-Area Half Square,28,50,23,300,114,22,80,0,276,132,1,false,1,|1|
instagram,016,Masashi TANAKA (ORIPA Data Set),enarc-crane final,88,186,99,300,1534,402,1616,0,14508,11495,4,false,52,|1|2|2|13|
instagram,017,Jorge JARAMILLO,Tato Coaster,116,244,129,300,2160,340,2852,0,17440,13528,5,false,16,|1|2|2|2|2|
instagram,018,Hideo KOMATSU,Butterfly Base,73,158,86,300,1167,127,1406,0,8324,6531,4,false,544,|1|2|2|136|
instagram,019,Robert LANG,Rings8,561,1105,545,300,4590,3,8041,0,13511,6303,1,false,1,|1|
instagram,020,Kota IMAI,Taiyaki Fish,1368,2773,1406,300,25865,6405,30180,0,236247,184059,19,false,13369344,|1|2|2|2|2|3|2|2|2|2|2|2|2|2|2|2|4|4|17|
instagram,021,Brian CHAN,Simple Dragon,82,183,102,300,1719,312,1544,501,15812,13136,5,false,24,|1|3|2|2|2|
instagram,022,Boice WONG,Sword Plate Armor 40,1471,3186,1716,300,90061,28747,90467,0,3022525,2822571,43,false,352408203880754212000235520,|1|2|2|2|2|2|2|2|2|2|2|3|3|3|3|3|3|2|2|2|3|3|3|3|3|3|3|3|2|3|3|3|3|2|2|6|6|5|6|8|6456|144|1728|
instagram,023,Yuichi ITAGAKI,Motorcycle,948,2004,1057,300,74319,18621,87296,47,3537313,3378406,46,false,4427218577690292387840,|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|4|4|16|16|20|16|16|384|8|
instagram,024,Hideo KOMATSU,Girl-bp-01,498,1023,526,300,29102,9771,29678,0,876953,809787,5,false,150528,|1|4|4|2|4704|
