dataset,number,author,title,vertices,edges,faces,eps,variables,taco-taco,taco-tortilla,tortilla-tortilla,transitivity,reduced_trans,components,limited,states,component_assignments
instagram,169,Alessandro BEBER,Hexagonal Tessellation of Dodecagons #2,1101,2337,1237,300,4698,96,6153,714,10101,4542,1,false,1,|1|
instagram,170,Satoshi KAMIYA,Bahamut,213,504,292,300,12838,2506,15682,102,323474,298314,1,false,1,|1|
instagram,171,Hideo KOMATSU,Macaque,102,225,124,300,2694,606,2774,0,31376,26390,4,false,1616,|1|2|8|101|
instagram,172,Masashi TANAKA,irt,668,1296,629,300,9048,1904,10348,0,65352,48752,1,false,1,|1|
instagram,173,Kota IMAI,Canabn,484,1035,552,300,23325,5261,29526,0,522402,473244,13,false,16384,|1|2|2|2|2|2|2|2|2|2|2|4|4|
instagram,174,Kei MORISUE,Steps,95,183,89,300,722,102,870,0,2883,1772,4,false,16,|1|2|2|4|
instagram,175,Shuki KATO,Dragonfly,573,1183,611,300,44310,16595,45404,0,1933850,1824192,9,false,2304,|1|2|2|2|2|3|3|4|4|
instagram,176,Drew HESKETT,Hephaetus,851,1684,834,300,42531,15231,41826,0,1751459,1654810,12,false,1627776,|1|2|3|2|2|2|3|3|3|2|2|314|
instagram,177,Brian CHAN,Mortal Kombat Emblem,319,660,342,300,16357,6135,14398,0,454533,416494,5,false,24,|1|2|2|2|3|
instagram,178,Xiao CHEN,Teddy Bear,63,143,81,300,949,160,990,0,5610,4096,2,false,2112,|1|2112|
instagram,179,Alessandro BEBER,Rotated 3.4.6.4,633,1305,673,300,2160,63,2628,414,3243,894,1,false,1,|1|
instagram,180,Satoshi KAMIYA,Pheonix v2.0,207,494,288,300,21000,5008,21882,0,923840,882488,5,false,5924356,|1|2|2|1217|1217|
instagram,181,Satoshi KAMIYA,Pheonix v3.0,413,896,484,300,62486,16081,74238,0,4924340,4787168,3,false,16,|1|4|4|
instagram,182,Satoshi KAMIYA,Pheonix v3.5,315,670,356,300,32174,9954,33638,0,1666164,1593694,6,false,11026208,|1|2|2|2|1174|1174|
instagram,183,Hideo KOMATSU,Panda,62,123,62,300,1043,203,1168,0,11292,9420,4,false,48,|1|12|2|2|
instagram,184,Masashi TANAKA,notitle,2032,4840,2809,300,74368,14408,86512,0,732288,595456,1,false,1,|1|
instagram,185,Kota IMAI,Jack Skellington,547,1190,644,300,39093,12847,39435,0,1341290,1252309,15,false,4161798144,|1|2|2|2|2|3|3|4|4|4|4|4|4|84|84|
instagram,186,Kei MORISUE,Sus,44,82,39,300,289,41,297,0,1043,631,2,false,2,|1|2|
instagram,187,Michelle FUNG,Heart in a House (Flat) v1,82,159,78,300,1069,283,1129,0,8827,6738,4,false,32,|1|2|4|4|
instagram,188,Boice WONG & Mark HANKE,Square Twist Samurai,1394,3068,1675,300,126574,37857,133609,0,6110616,5830114,22,false,25771848867627663360000,|1|2|2|2|2|2|2|2|4|5|2|4|8|16|32|105|4|20|20|6976|64|4096|
instagram,189,Shuki KATO,Evangelion Unit 01 2009,811,1750,940,300,61070,18806,63664,0,2393476,2257350,9,false,122645643264,|1|2|2|6|6|128|128|228|228|
instagram,190,Shuki KATO,Evangelion Unit 01 2013,1314,2843,1530,300,127565,32376,149955,0,6222159,5946775,18,true,8677600788480000,|1|2|2|2|2|2|2|2|2|2|3|2|2|37|37|403|10000|256|
instagram,191,Drew HESKETT,Arrowhead Tessellation,269,488,220,300,1053,0,1529,0,1554,376,9,false,256,|1|2|2|2|2|2|2|2|2|
instagram,192,Alessandro BEBER,Dodecagon^2,960,1980,1021,300,6900,288,9852,948,63852,53724,1,false,1,|1|
instagram,193,Brian CHAN,Spider Man,382,815,434,300,39793,10345,49166,0,2260016,2170604,1,false,1,|1|
instagram,194,Xiao CHEN,DaJi (妲己),199,424,226,300,8753,1396,11380,0,222384,205841,4,false,28,|1|2|2|7|
instagram,195,Satoshi KAMIYA,Butterfly TH,393,819,427,300,31548,10942,33522,0,1267028,1191020,2,false,8,|1|8|
instagram,196,Hideo KOMATSU,Giraffe,114,279,166,300,4255,989,4280,0,59300,51346,3,true,30000,|1|3|10000|
instagram,197,Kei MORISUE,Pray,63,126,64,300,697,72,894,0,4131,3037,1,false,1,|1|
instagram,198,Kota IMAI,Cetoniinae,791,1652,862,300,65040,18430,75288,0,2705706,2559290,5,false,18240,|1|2|2|2|2280|
instagram,199,Michelle FUNG,Classic Snowman v1,199,436,238,300,4132,846,4505,0,41943,34497,8,false,86016,|1|2|2|8|4|4|4|42|
instagram,200,Shuki KATO,Zoanoid Dragon v1,3876,7953,4077,300,378338,100558,481179,156,25593975,24725625,54,true,237205718273510866944000000,|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|3|3|3|3|2|2|2040|2040|10000|
instagram,201,Shuki KATO,Zoanoid Dragon v2,5759,11925,6167,300,694808,175927,902255,0,55396591,53813402,56,true,205195258022068224000000000000,|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|3|3|3|3|6|6|10000|10000|10000|
instagram,202,Alessandro BEBER,Hexagonal Tessellation of Dodecagons #3,1536,3285,1750,300,6528,162,8535,978,12996,5292,1,false,1,|1|
instagram,203,Mark HANKE,Archangel Michael,2610,5640,3031,300,324697,103157,346487,0,25024751,24275570,32,true,185903996605562880000,|1|2|2|2|2|2|2|2|2|2|2|2|2|2|3|2|3|3|3|3|3|3|3|3|4|4|31|8|2|16|454|10000|
instagram,204,Bodo HAAG,Tiger,528,1077,550,300,22441,4454,29060,0,544175,498436,13,false,173015040,|1|2|2|2|2|2|3|2|2|10|88|32|16|
instagram,205,Xiao CHEN,Morgan,116,267,152,300,6424,1330,7246,0,165700,153413,5,false,396,|1|2|2|3|33|
instagram,206,Satoshi KAMIYA,Divine Boar,131,276,146,300,4305,638,5962,0,63744,55552,3,false,576,|1|24|24|
instagram,207,Hideo KOMATSU,Horse,93,206,114,300,2853,668,2770,0,42260,37000,5,false,672,|1|2|2|8|21|
instagram,208,Kei MORISUE,General Grievous,773,1706,933,300,71596,17480,86831,99,2938681,2784260,8,false,122880,|1|2|2|2|3|20|16|16|
instagram,209,Kota IMAI,Whip Spider,1085,2301,1217,300,191083,70515,198037,0,19072467,18596221,5,false,64,|1|2|2|4|4|
instagram,210,Michelle FUNG,Angel v1,121,231,111,300,1105,151,1289,0,5539,3827,5,false,36,|1|2|2|3|3|
instagram,211,Bobby LUI,Rabbit,177,300,124,300,3022,1022,3828,0,41280,35614,2,false,112,|1|112|
instagram,212,Shuki KATO,Bear Cub,56,123,68,300,1334,360,1344,0,15220,12562,3,false,4,|1|2|2|
instagram,213,Alessandro BEBER,fractal32,1716,2556,841,300,4108,0,6464,0,6116,1424,1,false,1,|1|
instagram,214,Bodo HAAG,Ant,501,1023,523,300,18995,6101,17608,0,465749,425088,7,false,8589934592,|1|8|16|32|8|256|1024|
instagram,215,Xiao CHEN,Miku 2021,154,340,187,300,4739,716,5820,0,62039,53725,2,true,10000,|1|10000|
instagram,216,Satoshi KAMIYA,Minotaur,85,185,101,300,2261,373,2831,0,29195,25038,1,false,1,|1|
instagram,217,Hideo KOMATSU,Hippopotamus,193,420,228,300,5914,1441,6112,22,90140,78666,9,false,583200,|1|2|2|6|15|2|3|15|18|
instagram,218,Kei MORISUE,Tanuki,52,90,39,300,265,29,310,0,897,524,2,false,5,|1|5|
instagram,219,Kota IMAI,Copris Ochus,337,688,352,300,12074,3148,14400,0,243653,217667,1,false,1,|1|
instagram,220,Michelle FUNG,Portrait of an Origamist v1,130,268,139,300,2005,339,2467,0,16485,12910,3,false,144,|1|12|12|
instagram,221,Winston LEE,Cardinal Tetra,150,311,162,300,6453,1087,8739,0,140196,127493,6,false,72,|1|2|2|2|3|3|
instagram,222,Alessandro BEBER,Penrose Triangle #2,654,1692,1039,300,5733,108,7494,0,9735,2859,49,false,281474976710656,|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|
instagram,223,Bobby LUI,Discord,241,320,80,300,775,144,1470,0,3552,2346,6,false,1184,|1|2|2|2|2|74|
instagram,224,Bodo HAAG,Buff doge,107,227,121,300,2068,296,2650,0,19356,15735,3,false,9,|1|3|3|
instagram,225,Xiao CHEN,Chipmunk,135,257,123,300,1996,336,2483,0,17780,14207,5,false,54,|1|3|3|2|3|
instagram,226,Satoshi KAMIYA,Hermit Crab,140,325,186,300,5505,1575,5196,0,93058,81967,3,false,80,|1|2|40|
instagram,227,Hideo KOMATSU,Rabbit,76,171,96,300,1932,386,2108,0,22916,19418,7,false,64,|1|2|2|2|2|2|2|
instagram,228,Kei MORISUE,seigaiha,207,424,218,300,3457,495,4556,0,24966,18888,8,false,48600,|1|3|3|5|5|3|3|24|
instagram,229,Kota IMAI,Scorpion v2,774,1617,844,300,81502,28468,92069,0,4866630,4663482,1,false,1,|1|
instagram,230,Michelle FUNG,Rabbit Head v3,166,334,169,300,2371,274,3263,0,17363,13272,3,false,9,|1|3|3|
instagram,231,Alessandro BEBER,Dodecagon^3,2232,4560,2329,300,20864,1656,33147,1224,231716,194625,25,false,137438953472,|1|4|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|4|4|4|4|
instagram,232,Bobby LUI,MLG Glasses,451,786,336,300,12333,5919,11943,0,269109,240235,10,false,9216,|1|2|2|2|2|2|2|3|4|12|
instagram,233,Masashi TANAKA,equalwidth,2040,4292,2253,3000,228552,69904,262536,0,12603864,12069712,15,true,4000000000000000000000000000000000000000000000000,|1|2|2|10000|10000|10000|10000|10000|10000|10000|10000|10000|10000|10000|10000|
instagram,234,Bodo HAAG,Dragonfly,407,822,416,300,24322,6288,29829,0,796657,742929,5,false,16384,|1|16|16|8|8|
instagram,235,Xiao CHEN,Tiny Dragon,83,174,92,300,2994,672,3282,0,58412,52688,3,false,4,|1|2|2|
instagram,236,Satoshi KAMIYA,Crane,94,195,102,300,2355,414,3200,0,30128,25474,3,false,4,|1|2|2|
instagram,237,Hideo KOMATSU,Tiger,129,260,132,300,3766,579,5140,0,61972,54784,5,false,8100,|1|15|15|6|6|
instagram,238,Kei MORISUE,Danbo,269,566,298,300,4651,1135,4637,0,40540,31943,11,false,9216,|1|2|2|2|2|4|4|3|3|2|2|
instagram,239,Kota IMAI,Squilla Mantis Shrimp,1972,4249,2278,300,201512,60686,223572,233,12001182,11541182,9,false,330739325337600,|1|3|3|185|185|128|128|256|256|
instagram,240,Juan LANDETA,Galapagos Tortoise,282,567,286,300,7174,1282,9608,0,94010,80034,3,false,20736,|1|144|144|
instagram,241,Michelle FUNG,Amabie v2,292,601,310,300,2855,472,3481,0,12897,8159,9,false,1024,|1|2|2|2|2|2|2|4|4|
instagram,242,Alessandro BEBER,om,1362,3480,2119,300,12153,348,15858,0,21795,6891,1,false,1,|1|
instagram,243,Bobby LUI,Giraffe,283,492,210,300,9037,3574,9302,0,236164,218144,8,false,10485760,|1|2|2|10|32|32|16|16|
instagram,244,Hideo KOMATSU (ORIPA Data Set),Smallbird Base,15,24,10,300,21,2,12,0,16,2,1,false,1,|1|
instagram,245,Bodo HAAG,Batman on his Bike,1432,2919,1488,300,78853,21622,97296,0,3072510,2894574,8,false,5898240,|1|2|2|2|4|3|192|320|
instagram,246,Xiao CHEN,Surfing Girl,216,475,260,300,8054,1410,10566,43,142914,127250,6,false,2636064,|1|3|3|6|6|8136|
instagram,247,Satoshi KAMIYA,Tenma H-7,272,579,308,300,15186,4038,16806,0,500528,468330,9,false,831744,|1|2|2|2|2|2|2|114|114|
instagram,248,Hideo KOMATSU,Dog,113,258,146,300,4653,1204,4474,0,96884,87832,4,false,16416,|1|8|3|684|
instagram,249,Kei MORISUE,Poyoyo,98,205,108,300,1332,162,1564,0,8831,6774,2,false,28,|1|28|
instagram,250,Juan LANDETA,Velociraptor,291,627,337,300,12766,2482,17486,0,280848,254244,9,false,2916,|1|2|2|3|3|3|3|3|3|
instagram,251,Michelle FUNG,Kokeshi Doll v4,206,434,229,300,4194,601,5177,0,39827,32693,11,false,25344,|1|2|2|2|2|2|2|2|3|3|22|
instagram,252,Kota IMAI,Chalcosoma Chiron,669,1404,736,300,50345,18699,50446,0,2073946,1951050,6,false,640,|1|2|2|10|4|4|
instagram,253,Bobby LUI,Reddit,455,579,125,300,1332,444,3580,0,7844,5786,9,false,57600,|1|2|2|2|2|5|5|12|12|
instagram,254,Alessandro BEBER,Menger Sponge Level 2 I,5310,13938,8629,300,49518,1224,65580,0,87258,26394,1,false,1,|1|
instagram,255,Alessandro BEBER,Menger Sponge Level 2 II,5472,14172,8701,300,50634,1764,66246,0,93054,29832,1,false,1,|1|
instagram,256,Bodo HAAG,Ladybug,407,894,488,300,19226,5356,19534,0,426689,386869,12,false,3583180800,|1|3|2|2|2|2|10|10|8|8|108|108|
instagram,257,Xiao CHEN,Fairy Doll,75,178,104,300,1810,294,1970,77,19386,16392,4,false,48,|1|2|2|12|
instagram,258,Satoshi KAMIYA,Cait Sith,257,532,276,300,22326,7201,23122,579,1035332,984209,1,false,1,|1|
instagram,259,Kei MORISUE,Father Cat,89,184,96,300,1309,138,1624,0,8857,6825,4,false,108,|1|3|3|12|
instagram,260,Kota IMAI,Lucanus Maculifemoratus,1294,2779,1486,300,168658,41281,216254,0,11457993,11080608,7,false,1088,|1|2|2|2|2|2|34|
instagram,261,Robert LANG,Post Generic Beetle Opus 696,238,493,256,300,9807,3196,9660,0,216484,194717,7,false,256,|1|2|2|2|2|4|4|
instagram,262,Alessandro BEBER,Square Tessellation of Dodecagons #2,1352,2955,1604,300,6240,284,6966,1840,14128,7028,5,false,81,|1|3|3|3|3|
instagram,263,Jason KU,Angel,105,224,120,300,4788,1181,5216,0,126776,117102,2,false,44,|1|44|
instagram,264,Xiao CHEN,Yu(虞美人),215,453,239,300,5430,1202,6160,33,70897,60392,4,false,1296,|1|4|18|18|
instagram,265,Satoshi KAMIYA,Loggerhead Sea Turtle,526,1068,543,300,13603,2427,18535,0,203009,176245,10,false,18432,|1|2|2|2|2|2|2|2|2|72|
instagram,266,Satoshi KAMIYA,Turtle,554,1136,583,300,22870,4916,29652,0,479060,431458,13,false,6866654577379246080,|1|2|2|2|2|6|6|40|48|488|1468|1472|5888|
instagram,267,Kei MORISUE,Plat,111,223,113,300,1232,116,1473,0,7014,5231,5,false,1248,|1|3|4|4|26|
instagram,268,Kota IMAI,Tarantula,605,1478,874,300,80773,26308,80020,124,4244264,4061190,2,true,10000,|1|10000|
instagram,269,Alessandro BEBER,Penrose+,2436,6306,3871,300,22302,702,29154,0,40287,12639,7,false,64,|1|2|2|2|2|2|2|
instagram,270,Jason KU,HJ Rex,350,779,430,300,20513,4499,25049,227,586729,544620,8,false,65536,|1|2|2|2|2|2|2|1024|
instagram,271,Xiao CHEN,Raccoon,105,203,99,300,1586,297,1873,0,14400,11559,6,false,72,|1|2|2|2|3|3|
instagram,272,Juho KÖNKKÖLÄ & Bodo HAAG,Poser,171,353,183,300,6138,2362,5882,0,129631,114832,1,false,1,|1|
instagram,273,Satoshi KAMIYA,Cyclomantis Metalifer,329,700,372,300,22358,5448,30104,106,836486,785650,4,false,8,|1|2|2|2|
instagram,274,Kei MORISUE,Keqing (Genshin Impact),1092,2334,1243,300,199182,39967,271939,0,19560444,19131676,19,false,78522089472000,|1|2|2|2|2|2|6|3|2|2|4|10|8|8|5|43|43|20|72|
instagram,275,Kota IMAI,Sushi,326,674,349,300,1962,440,1894,0,4654,1778,1,false,1,|1|
instagram,276,Alessandro BEBER,Dodecagon^3:4,2832,5580,2749,300,21132,1620,32680,2328,231756,195348,24,false,34359738368,|1|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|4|4|4|4|
instagram,277,Hyung Kyu MAENG,Camel Spider,864,1779,916,300,86018,36790,81289,0,4679544,4454728,9,false,36864,|1|4|4|4|4|2|2|6|6|
instagram,278,Jason KU,Crab (base),147,326,180,300,6498,1528,7988,66,143000,129326,3,false,4,|1|2|2|
instagram,279,Jason KU,Crab (shaped),1412,3125,1714,300,116073,21393,163240,150,4712238,4467338,38,true,2710744043528045752160550134376038400000000,|1|2|2|2|2|2|2|2|2|2|2|2|3|3|2|2|8|8|8|8|66|5|5|16|16|16|16|32|32|4096|4096|2|2|256|256|320|5760|10000|
instagram,280,Xiao CHEN,Lying Girl,192,419,228,300,6014,1686,6724,14,92628,79668,2,false,3,|1|3|
instagram,281,Satoshi KAMIYA,Long-Headed Locust,87,184,98,300,1195,269,1296,80,8384,6205,2,false,2,|1|2|
instagram,282,Kei MORISUE,Circus,83,175,93,300,782,286,504,0,3280,1818,7,false,324,|1|2|2|3|3|3|3|
instagram,283,Kota IMAI,Dragonfly,464,951,488,300,68208,27383,62732,0,6238172,6067286,7,false,729,|1|3|3|3|3|3|3|
instagram,284,Alessandro BEBER,Sierpinski-Penrose Triangle #2,2355,6225,3871,300,21894,408,29049,0,37407,10818,7,false,64,|1|2|2|2|2|2|2|
instagram,285,Hyung Kyu MAENG,Cyclommatus Elaphus,647,1366,720,300,49844,17180,48752,0,2089294,1973978,13,false,18104320,|1|2|2|2|2|2|2|2|2|2|2|2|8840|
instagram,286,Lương Đức Mạnh (🥕) & Kei MORISUE,Keied Keqing,608,1295,688,300,66889,16144,83175,0,4135925,3989822,14,true,121891171860480000,|1|2|2|2|2|2|2|4|11|10000|4|64|4096|4128|
instagram,287,Jason KU,Four Leaf Clover,177,390,214,300,7688,1796,8327,254,213941,198818,5,false,160,|1|2|2|10|4|
instagram,288,Xiao CHEN,Skating Girl,129,286,158,300,4825,1085,5080,0,79511,70394,8,false,11340,|1|2|2|3|3|5|7|9|
instagram,289,Satoshi KAMIYA,Kentrosaurus,187,464,278,300,12591,2713,14010,0,328980,304640,2,false,140,|1|140|
instagram,290,Kei MORISUE,Hand,105,214,110,300,2250,283,3173,0,25775,21657,2,false,4,|1|4|
instagram,291,Kota IMAI,Chalcosoma Caucasus,1559,3382,1824,300,246910,55938,309084,0,18322855,17794797,22,true,39474437761995374592000000,|1|2|2|3|3|2|2|4|5|5|27|27|16|16|8|128|128|2|608|96|96|10000|
instagram,292,Masashi TANAKA,Aperiodic Monotile 1,26,46,21,300,86,13,81,0,178,70,1,false,1,|1|
instagram,293,Bodo HAAG,Aperiodic Monotile 1,42,77,36,300,191,31,186,0,522,262,2,false,2,|1|2|
instagram,294,Jason KU,Aperiodic Monotile 1,30,52,23,300,126,16,125,0,365,207,3,false,4,|1|2|2|
instagram,295,Masashi TANAKA,Aperiodic Monotile 2,28,47,20,300,98,14,82,0,258,139,3,false,6,|1|3|2|
instagram,296,Jason KU,Aperiodic Monotile 2,26,44,19,300,107,7,128,0,307,168,3,false,4,|1|2|2|
instagram,297,Masashi TANAKA,Aperiodic Monotile 3,47,87,41,300,237,44,250,0,752,389,2,false,2,|1|2|
instagram,298,Kei MORISUE,TIE Interceptor (Star Wars),354,759,406,300,9683,1897,12282,0,134200,115214,11,false,2304,|1|2|2|2|2|2|2|2|2|3|3|
instagram,299,Brandon WONG,Japanese Spiny Lobster (jsl),1657,3367,1711,300,157770,60526,167060,0,12417029,12014096,7,false,92416,|1|2|2|76|76|2|2|
instagram,300,Kota IMAI,Japanese Spiny Lobster v2,4485,9865,5381,300,1011971,332497,1024238,0,134259815,131920938,41,true,7764258044882812033724055552000000000000000000000000,|1|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|8|8|9|9|8|8|18|18|12|12|576|576|10000|10000|11|512|512|10000|10000|10000|10000|
instagram,301,Akitaya et al. Box Pleating is Hard,Assigned Crossover,36,60,25,300,300,80,300,0,2300,1744,2,false,4,|1|4|
instagram,302,Akitaya et al. Box Pleating is Hard,Assigned Clause,37,67,31,300,301,33,407,0,1535,1050,2,false,6,|1|6|
instagram,303,Akitaya et al. Box Pleating is Hard,Assigned Split,36,66,31,300,429,49,646,0,3375,2605,2,false,2,|1|2|
instagram,304,Akitaya et al. Box Pleating is Hard,Assigned Solvable,15419,27277,11859,300,200435,38739,299567,0,1615331,1213166,2,false,2,|1|2|
instagram,305,Satoshi KAMIYA,Winged Kirin,423,898,476,300,34378,8782,46066,0,1465820,1386134,9,false,256,|1|2|2|2|2|2|2|2|2|
instagram,306,Hyung Kyu MAENG,Weta,1291,2752,1462,300,146137,55764,140158,0,8956607,8598145,13,true,10871635968000000000000,|1|6|6|4|4|2|2|96|96|512|10000|10000|10000|
instagram,307,Kei MORISUE,Arc Trooper (Star Wars),292,627,336,300,11836,1574,16551,0,236112,213934,5,false,43680,|1|2|6|104|35|
instagram,308,Andy Dequin,Igris,2004,4299,2296,300,343620,93644,440220,0,34172216,33364268,7,true,640000,|1|2|2|2|2|4|10000|
instagram,309,Xiao CHEN & Kei MORISUE,Keied Raiden Shogun,513,1108,596,300,46944,8843,64640,0,2203761,2105116,13,false,124416,|1|2|2|2|3|2|2|3|3|2|2|9|4|
instagram,310,Kota IMAI,Dorcus hopei binodulosus,1305,2840,1536,1000,153638,37071,187069,0,9601048,9269391,14,true,2418647040000,|1|2|2|3|3|18|18|18|18|2|2|4|4|10000|
instagram,311,Jason KU,HJ Dragon,172,433,262,300,12579,2014,15410,384,330840,307828,8,false,6912,|1|2|2|2|2|3|3|48|
instagram,312,Satoshi KAMIYA,Kzinssie Type 2,230,499,270,300,13925,3882,13982,0,426087,397159,1,false,1,|1|
